client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
2478,telephone,540,7,196,884,,yes,1,2022-03-16
2479,cellular,532,8,167,980,0.0,yes,1,2022-09-02
2480,cellular,571,3,521,150,0.0,no,1,2022-03-29
2481,telephone,268,1,712,432,0.0,yes,1,2022-03-23
2482,cellular,507,1,743,157,1.0,no,1,2022-05-16
2483,cellular,838,2,543,548,,yes,1,2022-03-10
2484,cellular,833,5,645,118,1.0,no,1,2022-05-05
2485,telephone,612,7,231,935,,yes,1,2022-05-17
2486,telephone,842,7,145,905,0.0,no,1,2022-05-21
2487,telephone,93,9,325,411,1.0,yes,1,2022-09-29
2488,cellular,600,5,810,618,,yes,1,2022-09-03
2489,telephone,804,8,603,926,0.0,yes,1,2022-09-07
2490,cellular,456,4,4,14,,no,1,2022-03-24
2491,telephone,746,3,589,470,,yes,1,2022-09-23
2492,cellular,99,2,435,890,0.0,no,1,2022-09-06
2493,cellular,43,2,223,260,0.0,yes,1,2022-09-19
2494,cellular,310,9,620,961,0.0,no,1,2022-09-29
2495,cellular,177,4,955,973,,yes,1,2022-03-06
2496,telephone,454,2,396,356,1.0,no,1,2022-05-11
2497,telephone,254,5,818,259,,no,1,2022-09-17
2498,cellular,849,7,513,507,,no,1,2022-03-05
2499,telephone,484,9,461,755,0.0,yes,1,2022-03-15
2500,telephone,805,6,460,517,0.0,yes,1,2022-09-28
2501,telephone,667,5,905,285,1.0,yes,1,2022-09-16
2502,telephone,185,5,700,153,,no,1,2022-09-09
2503,telephone,155,1,296,554,0.0,yes,1,2022-03-07
2504,telephone,560,4,465,623,0.0,yes,1,2022-09-16
2505,telephone,884,5,53,951,,no,1,2022-09-04
2506,telephone,122,1,944,220,1.0,yes,1,2022-05-23
2507,telephone,311,8,929,583,,no,1,2022-09-04
2508,cellular,19,1,590,607,1.0,no,1,2022-05-03
2509,telephone,455,4,353,802,1.0,yes,1,2022-03-23
2510,telephone,641,2,762,189,,yes,1,2022-09-21
2511,telephone,220,6,21,506,,no,1,2022-09-30
2512,cellular,605,4,621,193,1.0,yes,1,2022-05-20
2513,telephone,118,7,918,832,1.0,no,1,2022-03-04
2514,telephone,465,4,187,927,1.0,yes,1,2022-09-24
2515,cellular,762,8,585,8,,no,1,2022-03-23
2516,telephone,226,8,699,720,1.0,no,1,2022-03-02
2517,telephone,929,5,910,106,1.0,yes,1,2022-09-15
2518,telephone,709,9,368,260,0.0,yes,1,2022-05-30
2519,telephone,436,8,818,559,,yes,1,2022-03-14
2520,cellular,916,1,193,965,0.0,yes,1,2022-05-22
2521,telephone,480,8,433,260,0.0,yes,1,2022-09-29
2522,telephone,636,8,97,720,1.0,no,1,2022-05-12
2523,cellular,737,6,260,565,1.0,no,1,2022-03-05
2524,telephone,597,4,197,101,0.0,no,1,2022-05-14
2525,cellular,85,5,750,944,0.0,yes,1,2022-09-19
2526,cellular,738,6,114,17,,no,1,2022-03-17
2527,cellular,275,6,281,458,,no,1,2022-05-23
2528,cellular,278,8,502,241,1.0,yes,1,2022-03-16
2529,telephone,848,4,935,621,0.0,yes,1,2022-03-16
2530,telephone,303,5,451,435,1.0,yes,1,2022-03-10
2531,telephone,547,1,422,661,0.0,no,1,2022-03-04
2532,telephone,719,4,728,561,0.0,no,1,2022-09-11
2533,telephone,872,8,721,574,,yes,1,2022-03-25
2534,telephone,484,4,308,797,1.0,no,1,2022-09-03
2535,cellular,570,1,346,216,0.0,no,1,2022-09-20
2536,cellular,556,4,914,543,1.0,no,1,2022-05-22
2537,cellular,517,8,688,336,0.0,no,1,2022-03-07
2538,telephone,821,2,894,530,,yes,1,2022-03-21
2539,telephone,991,1,89,84,,no,1,2022-03-25
2540,cellular,266,5,567,610,,no,1,2022-03-13
2541,cellular,909,8,789,662,0.0,yes,1,2022-05-17
2542,cellular,872,3,133,127,,no,1,2022-05-03
2543,telephone,966,4,129,696,0.0,yes,1,2022-03-29
2544,telephone,18,5,916,102,0.0,no,1,2022-05-08
2545,telephone,985,8,778,833,1.0,no,1,2022-03-06
2546,cellular,762,3,32,793,1.0,no,1,2022-09-03
2547,cellular,899,6,993,302,1.0,no,1,2022-05-23
2548,cellular,492,1,632,295,,yes,1,2022-03-28
2549,telephone,284,6,768,625,0.0,yes,1,2022-03-05
2550,cellular,287,7,326,70,,yes,1,2022-05-01
2551,cellular,577,5,822,878,,no,1,2022-03-01
2552,cellular,646,9,508,3,,no,1,2022-03-24
2553,telephone,306,9,923,950,1.0,yes,1,2022-05-03
2554,telephone,252,9,184,130,,yes,1,2022-03-20
2555,cellular,18,2,464,130,0.0,yes,1,2022-09-15
2556,cellular,87,2,481,499,1.0,yes,1,2022-05-15
2557,cellular,219,1,150,759,1.0,yes,1,2022-05-12
2558,telephone,387,7,299,537,,yes,1,2022-05-26
2559,cellular,904,8,489,172,0.0,yes,1,2022-05-15
2560,cellular,611,7,320,212,1.0,no,1,2022-03-01
2561,cellular,317,3,490,741,0.0,no,1,2022-03-17
2562,telephone,613,7,23,241,,no,1,2022-05-03
2563,telephone,178,6,973,516,,yes,1,2022-03-26
2564,cellular,482,1,264,971,0.0,yes,1,2022-05-27
2565,cellular,796,2,953,658,0.0,yes,1,2022-09-07
2566,cellular,410,8,213,799,0.0,no,1,2022-03-18
2567,cellular,123,6,248,860,0.0,no,1,2022-05-04
2568,telephone,301,3,2,733,0.0,yes,1,2022-05-06
2569,telephone,691,2,240,749,,no,1,2022-09-20
2570,telephone,861,8,212,94,,no,1,2022-03-19
2571,cellular,594,8,962,47,1.0,no,1,2022-05-14
2572,telephone,923,8,601,297,0.0,no,1,2022-03-14
2573,cellular,480,9,591,445,1.0,yes,1,2022-03-29
2574,telephone,203,3,427,405,1.0,yes,1,2022-03-15
2575,cellular,905,1,786,450,0.0,no,1,2022-03-08
2576,cellular,403,1,772,985,0.0,yes,1,2022-09-23
2577,cellular,902,3,987,144,0.0,no,1,2022-09-01
2578,telephone,706,3,221,121,0.0,yes,1,2022-03-29
2579,telephone,313,4,174,274,0.0,no,1,2022-03-08
2580,cellular,613,8,420,402,,yes,1,2022-09-27
2581,telephone,36,4,481,451,,no,1,2022-09-29
2582,telephone,736,7,3,409,1.0,no,1,2022-03-10
2583,cellular,491,9,260,502,,yes,1,2022-03-15
2584,cellular,782,7,10,317,,no,1,2022-03-15
2585,telephone,283,9,783,132,,yes,1,2022-05-02
2586,cellular,480,6,580,12,0.0,yes,1,2022-05-19
2587,cellular,801,6,560,928,1.0,yes,1,2022-03-02
2588,cellular,64,9,483,247,0.0,no,1,2022-05-05
2589,cellular,743,2,144,448,,no,1,2022-09-29
2590,cellular,55,1,693,696,1.0,no,1,2022-09-18
2591,telephone,948,4,802,966,1.0,no,1,2022-09-21
2592,cellular,277,4,516,33,0.0,no,1,2022-03-14
2593,telephone,687,9,235,829,1.0,no,1,2022-09-23
2594,telephone,838,9,965,200,0.0,yes,1,2022-09-03
2595,cellular,538,9,404,973,1.0,yes,1,2022-03-09
2596,cellular,373,7,33,13,,yes,1,2022-03-01
2597,telephone,537,7,932,784,1.0,no,1,2022-03-24
2598,telephone,197,7,728,534,1.0,no,1,2022-09-05
2599,telephone,85,2,115,696,,yes,1,2022-05-17
2600,cellular,282,5,595,163,0.0,yes,1,2022-09-03
2601,telephone,446,8,213,901,0.0,yes,1,2022-05-22
2602,cellular,176,6,916,726,,no,1,2022-03-24
2603,cellular,796,8,783,974,1.0,yes,1,2022-03-16
2604,telephone,500,2,780,898,0.0,yes,1,2022-05-10
2605,telephone,842,4,662,650,,yes,1,2022-05-01
2606,cellular,655,6,902,252,0.0,yes,1,2022-09-21
2607,telephone,23,4,415,874,0.0,no,1,2022-09-09
2608,cellular,282,6,517,464,0.0,yes,1,2022-09-01
2609,cellular,556,2,202,842,0.0,no,1,2022-03-03
2610,telephone,908,2,39,16,1.0,yes,1,2022-05-19
2611,telephone,416,7,25,191,1.0,no,1,2022-03-20
2612,telephone,428,4,822,693,0.0,yes,1,2022-03-19
2613,cellular,808,3,360,676,1.0,yes,1,2022-03-08
2614,cellular,746,4,141,171,1.0,yes,1,2022-09-23
2615,telephone,649,3,986,18,1.0,yes,1,2022-09-29
2616,telephone,802,1,676,905,,no,1,2022-09-04
2617,cellular,918,6,773,12,0.0,no,1,2022-03-19
2618,cellular,197,5,690,315,0.0,no,1,2022-05-26
2619,telephone,991,1,330,691,0.0,yes,1,2022-05-22
2620,telephone,152,6,644,387,1.0,no,1,2022-03-04
2621,cellular,7,3,599,907,,yes,1,2022-03-12
2622,telephone,683,4,819,320,,yes,1,2022-03-23
2623,telephone,320,6,354,81,,yes,1,2022-03-26
2624,cellular,556,3,310,559,1.0,yes,1,2022-03-17
2625,cellular,21,3,518,869,,yes,1,2022-05-11
2626,telephone,30,6,193,376,0.0,no,1,2022-05-22
2627,cellular,734,7,630,724,1.0,no,1,2022-09-15
2628,telephone,855,7,528,603,1.0,yes,1,2022-05-02
2629,cellular,148,8,574,991,1.0,yes,1,2022-03-26
2630,telephone,601,2,108,826,0.0,yes,1,2022-05-09
2631,cellular,802,6,907,274,,no,1,2022-05-19
2632,cellular,440,1,162,101,0.0,no,1,2022-03-11
2633,telephone,778,6,600,412,,no,1,2022-03-04
2634,telephone,796,5,151,828,0.0,yes,1,2022-05-16
2635,cellular,214,5,942,989,,no,1,2022-09-09
2636,cellular,444,8,952,23,,yes,1,2022-03-15
2637,telephone,119,6,277,876,,yes,1,2022-03-18
2638,cellular,701,8,230,807,0.0,no,1,2022-03-21
2639,telephone,883,5,13,433,,no,1,2022-09-06
2640,telephone,636,6,460,930,0.0,no,1,2022-05-09
2641,telephone,790,9,439,421,1.0,yes,1,2022-05-21
2642,cellular,691,6,846,383,1.0,no,1,2022-05-19
2643,telephone,356,5,576,890,,no,1,2022-09-27
2644,cellular,552,4,641,791,1.0,no,1,2022-03-17
2645,cellular,976,9,351,302,,yes,1,2022-03-24
2646,telephone,463,9,28,271,,yes,1,2022-09-29
2647,telephone,795,7,652,341,1.0,no,1,2022-09-06
2648,telephone,355,3,573,23,1.0,no,1,2022-03-26
2649,cellular,600,1,750,192,,yes,1,2022-03-23
2650,cellular,215,1,767,711,1.0,yes,1,2022-03-09
2651,telephone,704,5,650,716,0.0,no,1,2022-09-19
2652,telephone,961,5,959,272,,no,1,2022-03-08
2653,cellular,887,7,70,415,,yes,1,2022-03-22
2654,cellular,628,8,576,545,0.0,yes,1,2022-03-08
2655,cellular,384,2,526,64,,no,1,2022-09-03
2656,telephone,39,1,35,383,1.0,yes,1,2022-05-05
2657,telephone,306,4,501,862,1.0,no,1,2022-09-03
2658,cellular,146,2,268,906,1.0,yes,1,2022-03-21
2659,cellular,884,6,370,426,0.0,no,1,2022-03-03
2660,telephone,219,8,587,290,1.0,no,1,2022-05-20
2661,telephone,696,6,285,441,1.0,no,1,2022-05-26
2662,cellular,75,3,615,64,,no,1,2022-05-26
2663,cellular,413,7,651,283,1.0,no,1,2022-09-09
2664,cellular,938,4,722,610,1.0,yes,1,2022-05-27
2665,telephone,980,5,295,44,1.0,yes,1,2022-09-16
2666,cellular,799,4,638,225,1.0,yes,1,2022-09-20
2667,cellular,617,1,180,759,0.0,yes,1,2022-05-25
2668,cellular,197,4,575,122,,yes,1,2022-03-29
2669,cellular,535,1,812,108,1.0,no,1,2022-09-14
2670,telephone,11,7,17,452,0.0,no,1,2022-05-22
2671,telephone,209,1,280,820,0.0,yes,1,2022-05-25
2672,telephone,127,9,574,82,,no,1,2022-05-07
2673,cellular,166,9,755,746,0.0,yes,1,2022-05-29
2674,telephone,773,8,125,619,0.0,yes,1,2022-09-29
2675,cellular,171,6,263,662,1.0,no,1,2022-05-15
2676,telephone,125,7,238,136,,no,1,2022-09-18
2677,telephone,319,3,538,553,,yes,1,2022-05-27
2678,cellular,824,5,943,29,,yes,1,2022-03-17
2679,cellular,784,9,601,433,,no,1,2022-05-18
2680,telephone,169,6,887,621,1.0,no,1,2022-05-24
2681,cellular,941,3,9,558,0.0,yes,1,2022-05-06
2682,cellular,314,7,235,680,,yes,1,2022-05-23
2683,telephone,59,3,920,399,,yes,1,2022-09-16
2684,telephone,779,6,998,311,1.0,yes,1,2022-05-07
2685,cellular,192,3,214,213,,yes,1,2022-09-15
2686,cellular,50,8,185,82,0.0,yes,1,2022-05-24
2687,cellular,768,6,562,741,0.0,yes,1,2022-03-25
2688,cellular,484,3,473,320,0.0,yes,1,2022-09-29
2689,telephone,388,2,120,18,,yes,1,2022-09-06
2690,cellular,155,2,49,808,1.0,yes,1,2022-05-24
2691,cellular,209,8,291,165,0.0,yes,1,2022-03-30
2692,cellular,681,1,296,461,1.0,no,1,2022-03-24
2693,cellular,545,7,647,668,,no,1,2022-03-09
2694,telephone,501,7,644,529,1.0,yes,1,2022-05-05
2695,cellular,793,9,48,921,1.0,yes,1,2022-05-19
2696,telephone,411,3,431,804,0.0,no,1,2022-05-10
2697,cellular,495,7,117,74,,no,1,2022-05-10
2698,cellular,121,2,362,106,1.0,yes,1,2022-03-20
2699,cellular,957,2,177,710,1.0,yes,1,2022-09-27
2700,telephone,988,1,932,848,0.0,no,1,2022-03-10
2701,telephone,826,8,957,956,0.0,no,1,2022-03-27
2702,cellular,531,1,412,292,,no,1,2022-05-26
2703,cellular,213,2,826,113,0.0,no,1,2022-05-25
2704,telephone,950,3,711,908,1.0,yes,1,2022-09-20
2705,cellular,325,9,154,679,,no,1,2022-03-22
2706,telephone,282,6,757,209,0.0,no,1,2022-09-19
2707,telephone,493,3,703,776,1.0,yes,1,2022-05-20
2708,cellular,304,8,93,132,0.0,yes,1,2022-09-23
2709,telephone,75,1,102,140,1.0,yes,1,2022-03-03
2710,telephone,210,8,900,570,0.0,yes,1,2022-09-03
2711,cellular,811,7,27,771,,no,1,2022-05-18
2712,telephone,177,2,855,817,0.0,no,1,2022-05-01
2713,cellular,635,8,538,952,0.0,no,1,2022-03-04
2714,telephone,182,7,512,9,0.0,yes,1,2022-03-09
2715,telephone,496,8,999,790,0.0,yes,1,2022-09-26
2716,cellular,924,4,367,558,,no,1,2022-05-02
2717,cellular,77,3,257,356,,no,1,2022-09-16
2718,cellular,420,1,530,279,1.0,no,1,2022-05-16
2719,cellular,400,2,728,230,1.0,yes,1,2022-09-02
2720,cellular,137,4,153,868,,yes,1,2022-09-08
2721,telephone,927,3,348,878,1.0,no,1,2022-03-01
2722,telephone,581,9,678,486,1.0,yes,1,2022-09-18
2723,cellular,728,2,287,722,,yes,1,2022-03-21
2724,cellular,922,7,412,621,1.0,no,1,2022-05-27
2725,telephone,469,8,704,500,0.0,yes,1,2022-09-05
2726,telephone,615,2,924,987,,no,1,2022-03-07
2727,telephone,22,9,678,618,,no,1,2022-05-01
2728,telephone,224,3,569,476,0.0,no,1,2022-05-25
2729,telephone,94,9,957,82,1.0,no,1,2022-05-06
2730,telephone,761,7,404,466,0.0,no,1,2022-05-02
2731,cellular,64,2,299,880,,yes,1,2022-03-07
2732,cellular,566,5,567,238,1.0,yes,1,2022-05-08
2733,cellular,899,6,12,514,1.0,yes,1,2022-09-20
2734,cellular,525,3,407,458,1.0,yes,1,2022-05-06
2735,telephone,5,7,689,234,1.0,yes,1,2022-09-07
2736,cellular,341,4,875,418,0.0,no,1,2022-09-20
2737,telephone,23,4,269,685,0.0,yes,1,2022-03-25
2738,cellular,922,7,507,453,0.0,no,1,2022-03-28
2739,telephone,260,9,710,320,1.0,yes,1,2022-09-09
2740,cellular,829,5,190,432,0.0,no,1,2022-09-20
2741,cellular,974,7,234,860,1.0,yes,1,2022-03-25
2742,cellular,26,6,967,990,,yes,1,2022-03-26
2743,telephone,914,7,561,768,1.0,yes,1,2022-03-06
2744,cellular,253,2,777,489,,no,1,2022-05-23
2745,telephone,42,5,891,460,0.0,yes,1,2022-09-04
2746,cellular,675,5,658,331,,no,1,2022-03-12
2747,telephone,470,3,51,782,0.0,yes,1,2022-03-30
2748,cellular,89,8,128,911,1.0,yes,1,2022-03-28
2749,cellular,322,6,27,763,1.0,yes,1,2022-03-02
2750,cellular,422,2,170,179,,no,1,2022-03-15
2751,telephone,285,5,72,131,0.0,no,1,2022-09-19
2752,cellular,360,1,658,795,0.0,yes,1,2022-09-10
2753,telephone,939,7,94,687,1.0,yes,1,2022-03-17
2754,telephone,160,8,904,869,,yes,1,2022-05-12
2755,telephone,708,6,100,747,1.0,no,1,2022-09-11
2756,cellular,763,8,92,432,,yes,1,2022-05-05
2757,cellular,743,4,253,297,0.0,yes,1,2022-05-28
2758,telephone,564,9,10,11,1.0,yes,1,2022-05-30
2759,telephone,693,4,49,81,0.0,yes,1,2022-03-14
2760,cellular,102,9,574,736,1.0,yes,1,2022-05-13
2761,telephone,523,1,25,606,,yes,1,2022-05-17
2762,cellular,597,6,295,550,0.0,yes,1,2022-03-01
2763,cellular,625,5,51,494,1.0,yes,1,2022-03-29
2764,telephone,947,7,1,839,1.0,no,1,2022-09-06
2765,cellular,751,2,537,307,1.0,yes,1,2022-03-04
2766,cellular,444,1,177,952,,no,1,2022-09-12
2767,cellular,146,2,937,975,,no,1,2022-03-29
2768,cellular,294,2,470,387,,no,1,2022-09-21
2769,cellular,854,8,548,836,1.0,no,1,2022-09-08
2770,telephone,104,4,594,285,0.0,yes,1,2022-09-01
2771,telephone,870,8,338,889,,yes,1,2022-03-06
2772,cellular,883,7,811,844,1.0,yes,1,2022-03-21
2773,telephone,231,2,450,119,,yes,1,2022-03-07
2774,cellular,946,3,927,535,0.0,yes,1,2022-05-28
2775,cellular,600,3,617,81,0.0,yes,1,2022-03-05
2776,cellular,315,5,727,703,1.0,yes,1,2022-09-12
2777,telephone,619,1,279,146,0.0,no,1,2022-05-17
2778,cellular,149,2,712,992,,no,1,2022-05-01
2779,telephone,4,2,590,424,,yes,1,2022-05-23
2780,cellular,56,3,868,358,,no,1,2022-09-23
2781,cellular,192,3,314,932,,yes,1,2022-09-21
2782,telephone,35,8,780,805,0.0,no,1,2022-05-16
2783,telephone,410,6,577,918,1.0,yes,1,2022-09-28
2784,telephone,109,4,794,32,1.0,no,1,2022-09-28
2785,telephone,735,5,922,106,,no,1,2022-03-11
2786,telephone,975,5,373,895,,yes,1,2022-03-07
2787,telephone,693,9,659,239,1.0,no,1,2022-05-25
2788,telephone,593,6,263,506,,no,1,2022-03-18
2789,telephone,229,7,626,765,0.0,yes,1,2022-09-19
2790,telephone,252,9,876,545,1.0,no,1,2022-05-02
2791,telephone,181,1,570,205,0.0,no,1,2022-09-03
2792,telephone,733,2,110,591,1.0,no,1,2022-05-03
2793,cellular,26,7,933,686,0.0,no,1,2022-05-16
2794,telephone,806,6,254,674,,no,1,2022-05-15
2795,telephone,869,7,445,929,0.0,yes,1,2022-05-21
2796,telephone,555,8,616,434,1.0,no,1,2022-05-11
2797,telephone,105,1,92,276,,yes,1,2022-03-28
2798,telephone,623,3,516,796,0.0,yes,1,2022-05-14
2799,telephone,888,5,402,334,,yes,1,2022-09-09
2800,cellular,457,9,465,418,0.0,yes,1,2022-03-24
2801,telephone,179,9,685,344,1.0,yes,1,2022-05-26
2802,cellular,62,1,281,126,,yes,1,2022-05-14
2803,telephone,108,6,4,952,0.0,yes,1,2022-03-26
2804,cellular,190,7,371,146,0.0,yes,1,2022-05-19
2805,telephone,876,2,369,698,,no,1,2022-05-16
2806,cellular,788,6,204,633,1.0,no,1,2022-03-19
2807,telephone,194,5,612,684,,yes,1,2022-05-27
2808,cellular,313,6,623,809,,no,1,2022-09-10
2809,telephone,124,5,623,673,,no,1,2022-09-07
2810,telephone,533,2,766,614,1.0,yes,1,2022-05-03
2811,cellular,328,2,870,568,1.0,yes,1,2022-09-07
2812,telephone,334,6,875,708,1.0,no,1,2022-09-22
2813,telephone,379,3,525,102,,no,1,2022-03-16
2814,cellular,689,5,750,360,,no,1,2022-05-18
2815,cellular,310,2,210,562,,yes,1,2022-03-22
2816,telephone,787,2,804,416,,no,1,2022-09-09
2817,cellular,149,8,649,559,0.0,no,1,2022-03-27
2818,telephone,39,9,163,373,1.0,yes,1,2022-03-26
2819,telephone,820,8,548,471,,no,1,2022-05-06
2820,cellular,780,9,83,674,0.0,no,1,2022-05-25
2821,telephone,201,8,259,726,1.0,no,1,2022-09-12
2822,cellular,458,9,859,442,1.0,yes,1,2022-03-05
2823,telephone,389,5,152,831,0.0,yes,1,2022-05-10
2824,telephone,403,5,21,405,0.0,yes,1,2022-09-12
2825,telephone,66,7,493,901,,yes,1,2022-09-10
2826,cellular,241,3,308,327,0.0,no,1,2022-09-14
2827,telephone,671,6,26,609,1.0,yes,1,2022-09-15
2828,telephone,856,6,993,201,1.0,yes,1,2022-05-08
2829,telephone,867,9,877,225,1.0,yes,1,2022-03-16
2830,cellular,838,5,968,883,,no,1,2022-05-15
2831,cellular,848,2,211,638,,yes,1,2022-05-30
2832,cellular,638,4,212,476,0.0,no,1,2022-03-13
2833,cellular,386,6,773,364,,no,1,2022-05-15
2834,telephone,311,9,518,394,1.0,no,1,2022-09-05
2835,telephone,569,5,902,178,0.0,no,1,2022-05-10
2836,telephone,560,3,474,423,,no,1,2022-05-02
2837,cellular,187,2,380,375,,no,1,2022-05-10
2838,cellular,482,5,404,747,0.0,no,1,2022-09-18
2839,cellular,113,9,483,515,,no,1,2022-09-21
2840,cellular,135,6,309,657,,no,1,2022-09-10
2841,telephone,803,8,724,335,0.0,yes,1,2022-09-11
2842,telephone,589,6,180,179,,no,1,2022-09-06
2843,cellular,998,4,298,210,1.0,yes,1,2022-03-15
2844,telephone,870,5,332,204,0.0,no,1,2022-03-01
2845,telephone,117,7,977,331,1.0,no,1,2022-03-02
2846,telephone,870,5,966,199,1.0,no,1,2022-09-10
2847,cellular,419,2,466,558,,no,1,2022-09-03
2848,telephone,458,5,838,118,0.0,no,1,2022-09-09
2849,telephone,27,1,262,745,,no,1,2022-05-03
2850,cellular,343,8,378,246,,yes,1,2022-05-17
2851,cellular,932,8,529,511,0.0,yes,1,2022-03-29
2852,telephone,196,9,598,541,,yes,1,2022-09-11
2853,cellular,829,7,520,181,,yes,1,2022-05-09
2854,telephone,216,7,645,80,1.0,no,1,2022-05-26
2855,cellular,655,8,497,213,0.0,no,1,2022-09-13
2856,telephone,710,2,581,581,,yes,1,2022-05-25
2857,telephone,719,2,51,913,1.0,yes,1,2022-03-07
2858,telephone,416,8,944,387,,yes,1,2022-03-15
2859,telephone,782,8,56,356,1.0,no,1,2022-03-24
2860,cellular,551,2,482,148,0.0,yes,1,2022-05-27
2861,telephone,190,9,743,700,,yes,1,2022-03-17
2862,cellular,213,9,446,743,,no,1,2022-09-10
2863,telephone,468,2,756,511,,no,1,2022-05-02
2864,cellular,439,9,842,349,1.0,yes,1,2022-05-14
2865,cellular,129,3,415,713,,yes,1,2022-03-18
2866,telephone,212,5,565,681,1.0,yes,1,2022-03-02
2867,cellular,567,6,267,911,0.0,no,1,2022-09-22
2868,cellular,19,3,906,623,1.0,no,1,2022-03-26
2869,cellular,585,8,772,183,,no,1,2022-05-11
2870,telephone,736,5,665,161,1.0,no,1,2022-05-30
2871,cellular,273,8,682,494,1.0,no,1,2022-03-02
2872,cellular,443,5,598,974,0.0,no,1,2022-03-18
2873,cellular,435,7,810,184,1.0,no,1,2022-05-16
2874,cellular,374,8,763,931,1.0,yes,1,2022-03-19
2875,cellular,45,6,239,996,1.0,no,1,2022-03-14
2876,cellular,708,7,452,976,0.0,no,1,2022-09-24
2877,cellular,531,4,320,223,1.0,yes,1,2022-05-15
2878,cellular,936,7,535,839,1.0,no,1,2022-05-26
2879,telephone,271,6,8,261,1.0,yes,1,2022-03-10
2880,cellular,671,3,347,412,0.0,yes,1,2022-05-05
2881,telephone,413,6,667,448,0.0,no,1,2022-03-21
2882,telephone,729,3,289,680,,no,1,2022-03-24
2883,telephone,798,2,914,49,,no,1,2022-09-03
2884,cellular,249,7,787,149,1.0,yes,1,2022-03-03
2885,telephone,890,3,390,547,0.0,yes,1,2022-09-28
2886,telephone,2,8,49,574,,yes,1,2022-05-29
2887,telephone,528,1,932,560,0.0,no,1,2022-03-01
2888,telephone,806,7,213,658,,yes,1,2022-09-29
2889,cellular,799,3,562,77,,no,1,2022-03-18
2890,telephone,969,4,247,435,1.0,yes,1,2022-03-15
2891,cellular,783,2,914,145,0.0,yes,1,2022-09-16
2892,telephone,461,7,264,899,0.0,yes,1,2022-09-20
2893,cellular,729,5,846,513,1.0,no,1,2022-03-01
2894,telephone,976,5,876,899,1.0,no,1,2022-09-16
2895,cellular,621,3,69,200,1.0,no,1,2022-05-18
2896,cellular,543,8,17,105,1.0,yes,1,2022-03-27
2897,cellular,405,3,882,380,1.0,yes,1,2022-05-06
2898,cellular,51,7,38,285,1.0,no,1,2022-03-22
2899,telephone,882,8,57,104,1.0,yes,1,2022-09-06
2900,cellular,309,2,786,147,0.0,no,1,2022-09-20
2901,telephone,283,4,880,425,,yes,1,2022-05-22
2902,telephone,208,1,550,648,0.0,yes,1,2022-03-19
2903,telephone,675,3,995,132,0.0,yes,1,2022-03-21
2904,telephone,994,6,544,291,0.0,yes,1,2022-05-29
2905,telephone,897,1,36,407,,yes,1,2022-09-22
2906,cellular,237,9,69,200,0.0,no,1,2022-09-16
2907,telephone,210,1,547,796,,yes,1,2022-09-07
2908,telephone,468,1,772,172,1.0,no,1,2022-05-24
2909,cellular,635,3,370,531,1.0,yes,1,2022-05-04
2910,telephone,814,5,846,865,0.0,no,1,2022-03-10
2911,telephone,380,7,227,813,0.0,no,1,2022-03-29
2912,cellular,48,3,628,30,,yes,1,2022-05-18
2913,cellular,415,6,747,749,0.0,yes,1,2022-03-09
2914,telephone,389,7,733,194,0.0,yes,1,2022-09-28
2915,cellular,384,9,261,307,1.0,no,1,2022-03-21
2916,telephone,836,7,811,817,0.0,no,1,2022-05-01
2917,cellular,60,3,665,610,0.0,yes,1,2022-05-15
2918,telephone,746,7,731,706,,no,1,2022-09-14
2919,cellular,972,1,1,354,1.0,yes,1,2022-09-26
2920,telephone,985,7,516,982,0.0,no,1,2022-03-09
2921,telephone,662,2,55,716,1.0,no,1,2022-09-07
2922,cellular,263,5,690,721,0.0,yes,1,2022-09-26
2923,telephone,45,5,242,268,1.0,no,1,2022-05-11
2924,telephone,760,6,960,717,1.0,yes,1,2022-09-19
2925,cellular,306,7,600,378,,no,1,2022-03-24
2926,telephone,427,7,447,160,0.0,yes,1,2022-05-13
2927,cellular,864,7,28,286,,no,1,2022-05-12
2928,telephone,579,4,65,613,0.0,yes,1,2022-09-09
2929,cellular,331,5,219,831,0.0,no,1,2022-05-14
2930,telephone,697,8,968,309,0.0,no,1,2022-03-26
2931,telephone,331,6,522,655,1.0,no,1,2022-05-20
